0;10
1;10
2;10
3;10
4;10
5;10
6;10
7;10
8;10
9;10
10;10
11;10
12;10
13;10
14;10
15;10
16;10
17;10
18;10
19;10
20;10
21;10
22;10
23;10
24;10
25;10
26;10
27;10
28;10
29;10
30;10
31;10
32;10
33;10
34;10
35;10
36;30
37;30
38;30
39;30
40;30
41;30
42;30
43;30
44;30
45;30
46;30
47;30
48;30
49;30
50;30
51;30
52;30
53;30
54;10
55;10
56;10
57;10
58;10
59;10
60;10
61;10
62;10
63;10
64;10
65;10
66;10
67;10
68;10
69;10
70;10
71;150
72;150
73;150
74;150
75;150
76;150
77;150
78;150
79;150
80;200
81;200
82;200
83;200
84;200
85;200
86;200
87;200
88;200
89;200
90;200
91;200
92;10
93;10
94;10
95;10
96;10
97;10
98;10
99;10
100;10
101;30
102;30
103;30
104;30
105;50
106;50
107;50
108;200
109;200
110;200
111;200
112;200
113;200
114;100
115;100
116;100
117;150
118;150
119;150
120;150
121;150
122;150
123;150
124;150
125;150
126;200
127;200
128;200
129;100
130;100
131;100
132;100
133;100
134;100
135;100
136;30
137;30
138;30
139;30
140;30
141;30
142;30
143;30
