0;200
1;200
2;200
3;200
4;200
5;200
6;200
7;200
8;200
9;200
10;200
11;200
12;200
13;200
14;200
15;200
16;200
17;200
18;200
19;200
20;200
21;200
22;200
23;200
24;200
25;200
26;200
27;200
28;200
29;200
30;200
31;200
32;200
33;200
34;200
35;220
36;220
37;220
38;220
39;220
40;220
41;220
42;220
43;220
44;220
45;220
46;220
47;220
48;220
49;220
50;220
51;220
52;220
53;220
54;220
55;220
56;220
57;220
58;220
59;220
60;220
61;220
62;220
63;220
64;220
65;220
66;220
67;220
68;220
69;220
70;220
71;220
72;220
73;220
74;220
75;220
76;220
77;220
78;220
79;220
80;220
81;220
82;220
83;220
84;220
85;220
86;220
87;220
88;220
89;220
90;220
91;220
92;220
93;220
94;220
95;220
96;220
97;220
98;220
99;220
100;220
101;220
102;220
103;220
104;220
105;220
106;220
107;200
108;200
109;200
110;200
111;200
112;200
113;200
114;200
115;200
116;200
117;200
118;200
119;200
120;200
121;200
122;200
123;200
124;200
125;200
126;200
127;200
128;200
129;200
130;200
131;200
132;200
133;200
134;200
135;200
136;200
137;200
138;200
139;200
140;200
141;200
142;200
143;200
