0;220
1;220
2;220
3;220
4;220
5;220
6;220
7;220
8;220
9;220
10;220
11;220
12;220
13;220
14;220
15;220
16;220
17;220
18;220
19;220
20;220
21;220
22;220
23;220
24;220
25;220
26;220
27;220
28;220
29;220
30;220
31;220
32;220
33;220
34;220
35;220
36;220
37;220
38;220
39;220
40;220
41;220
42;220
43;220
44;220
45;220
46;220
47;220
48;220
49;220
50;220
51;220
52;220
53;220
54;220
55;220
56;220
57;220
58;220
59;220
60;220
61;220
62;220
63;220
64;220
65;220
66;220
67;220
68;220
69;220
70;220
71;220
72;220
73;220
74;220
75;220
76;220
77;220
78;220
79;220
80;220
81;220
82;220
83;220
84;220
85;220
86;220
87;220
88;220
89;220
90;220
91;220
92;220
93;220
94;220
95;220
96;220
97;220
98;220
99;220
100;220
101;220
102;220
103;220
104;220
105;220
106;220
107;220
108;220
109;220
110;220
111;220
112;220
113;220
114;220
115;220
116;220
117;220
118;220
119;220
120;220
121;220
122;220
123;220
124;220
125;220
126;220
127;220
128;220
129;220
130;220
131;220
132;220
133;220
134;220
135;220
136;220
137;220
138;220
139;220
140;220
141;220
142;220
143;220
